,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,GIR_%,SG_P,SG_ATG,SG_APP,SG_OTT,SG_TTG,SG_T,PAR3,PAR4,PAR5,POINTS,TOP 10,1ST,Year
10,Sergio Garcia,54,69.999,299.9,61.76,70.15,-.388,-.031,.482,.737,1.189,.801,3.01,4.03,4.61,"1,566",4,1,2016
11,Charl Schwartzel,73,70.004,296.7,56.86,68.73,-.137,.224,.652,.304,1.180,1.043,3.00,4.03,4.66,430,5,1,2016
12,Hideki Matsuyama,76,70.034,294.5,62.04,68.11,-.025,.015,.774,.527,1.315,1.290,3.02,4.01,4.59,728,8,1,2016
13,Rickie Fowler,80,70.118,301.6,58.69,69.26,.153,.387,.308,.529,1.224,1.378,3.08,3.99,4.58,"1,607",8,,2016
14,Jim Furyk,52,70.130,280.8,69.09,68.27,.067,.232,.465,-.234,.463,.530,2.98,4.06,4.70,745,3,,2016
15,Justin Rose,65,70.148,303.9,57.90,67.92,-.197,.237,.409,.678,1.325,1.128,3.03,4.05,4.59,"1,191",5,,2016
16,Patrick Reed,105,70.170,297.4,55.96,64.65,.280,.406,.158,.183,.746,1.026,3.02,4.02,4.57,"1,986",11,1,2016
17,Brandt Snedeker,93,70.203,292.6,58.69,65.67,.343,.310,.176,.032,.518,.860,3.06,3.98,4.69,592,7,1,2016
18,Branden Grace,63,70.204,295.6,55.14,66.76,-.105,.032,.603,.326,.960,.855,3.09,4.01,4.74,"1,443",6,1,2016
19,Jason Dufner,105,70.212,293.2,62.83,70.15,-.353,.081,.469,.290,.840,.488,3.07,4.01,4.64,522,6,1,2016
20,Ryan Palmer,86,70.229,304.7,57.88,67.83,-.094,.009,.234,.625,.868,.774,3.06,4.04,4.54,"1,545",3,,2016
21,Gary Woodland,95,70.234,306.1,56.69,68.74,-.130,.088,.463,.547,1.097,.968,3.10,4.01,4.55,510,4,,2016
22,Kevin Na,96,70.298,279.6,65.30,66.73,.074,.087,.788,-.322,.553,.627,3.05,4.00,4.68,400,8,,2016
23,Ryan Moore,86,70.317,283.2,66.52,65.78,.351,.237,.418,-.112,.544,.895,2.99,4.01,4.71,"1,336",9,1,2016
24,Russell Knox,92,70.319,285.8,68.51,69.73,-.054,.073,.357,.130,.560,.506,3.02,4.02,4.69,992,4,2,2016
25,Louis Oosthuizen,63,70.327,294.0,61.67,68.15,-.021,.170,.300,.387,.857,.836,2.97,4.09,4.67,"1,468",3,,2016
26,Bubba Watson,72,70.333,310.6,55.11,69.16,-.367,-.017,.393,.983,1.359,.992,3.10,4.04,4.53,478,4,1,2016
27,Daniel Berger,92,70.339,298.4,56.68,67.67,.175,-.100,.490,.329,.718,.893,3.08,4.01,4.64,422,6,1,2016
28,Webb Simpson,70,70.359,286.3,62.17,67.14,-.482,.276,.728,.146,1.149,.667,3.10,4.00,4.69,750,2,,2016
29,Zach Johnson,90,70.364,280.1,65.23,64.53,.395,.321,.163,-.269,.214,.609,3.04,4.03,4.65,"1,071",5,,2016
30,William McGirt,98,70.393,287.6,65.28,67.35,.360,-.029,.256,.370,.598,.958,3.05,4.00,4.68,432,7,1,2016
31,Jimmy Walker,85,70.393,301.3,48.31,63.96,.243,.210,.580,-.141,.649,.892,3.11,4.04,4.55,652,5,1,2016
32,Charles Howell III,91,70.418,303.4,52.60,68.01,.133,.327,.082,.131,.540,.673,3.04,4.01,4.57,"1,191",5,,2016
33,Francesco Molinari,64,70.436,286.7,63.76,64.93,-.296,.183,.484,.192,.859,.562,3.05,4.06,4.61,550,3,,2016
34,Bill Haas,86,70.444,289.6,62.34,67.14,-.174,.353,.272,.068,.693,.519,3.02,4.04,4.69,"1,285",6,,2016
35,Harris English,97,70.463,299.2,55.01,64.83,.592,.127,.200,-.344,-.017,.574,3.09,4.04,4.63,"1,270",3,,2016
36,Kevin Kisner,97,70.489,289.0,64.92,65.19,.667,-.331,-.136,.347,-.119,.548,3.06,4.02,4.67,436,6,1,2016
37,Kevin Chappell,93,70.501,296.3,60.68,66.37,-.310,.126,.634,.321,1.080,.770,3.05,4.03,4.66,"1,320",8,,2016
38,J.B. Holmes,77,70.523,314.5,51.68,65.17,-.153,.209,-.208,.633,.634,.481,3.03,4.04,4.68,360,6,,2016
39,Lucas Glover,75,70.534,298.3,64.37,71.63,-.192,-.110,.309,.565,.764,.572,3.06,4.01,4.61,590,2,,2016
40,Billy Horschel,73,70.548,293.0,60.71,67.70,.076,-.112,.493,.352,.733,.810,3.10,4.03,4.69,"1,199",5,,2016
41,Marc Leishman,89,70.554,295.0,60.55,65.31,.252,.191,-.092,.159,.258,.510,3.08,4.01,4.67,923,2,,2016
42,Russell Henley,76,70.558,295.6,63.15,68.27,.193,-.038,.135,.269,.366,.560,3.03,4.01,4.69,726,4,,2016
43,Si Woo Kim,113,70.560,293.5,62.84,64.83,-.109,.403,-.131,.336,.608,.499,3.06,4.02,4.59,534,5,1,2016
44,Chad Campbell,90,70.566,287.9,64.39,68.15,-.256,.370,.306,.145,.821,.565,3.01,4.04,4.61,829,3,,2016
45,Jason Kokrak,89,70.570,307.4,58.41,68.66,-.270,-.199,.426,.603,.830,.560,3.03,4.05,4.63,"1,554",4,,2016
46,Justin Thomas,99,70.571,301.3,53.94,65.63,-.185,-.017,.494,.029,.506,.320,3.06,4.06,4.59,748,7,1,2016
47,Retief Goosen,55,70.581,288.8,56.40,62.73,.462,.457,.080,-.385,.151,.613,3.01,4.06,4.71,380,,,2016
48,Roberto Castro,97,70.588,284.2,69.37,69.13,-.257,.190,.437,.217,.844,.587,3.08,3.99,4.60,448,4,,2016
49,Emiliano Grillo,93,70.637,294.3,66.93,68.52,-.056,-.167,.255,.446,.534,.479,3.08,4.03,4.66,902,3,1,2016
50,Shane Lowry,57,70.640,298.7,61.85,64.51,.060,.139,-.137,.489,.491,.551,3.08,4.07,4.78,615,2,,2016
51,Charley Hoffman,91,70.658,298.2,54.80,64.58,-.036,-.085,.188,.496,.598,.562,3.06,4.07,4.67,"1,383",1,1,2016
52,Chez Reavie,90,70.661,287.3,68.22,68.09,-.262,-.068,.567,.262,.761,.500,3.02,4.01,4.67,772,2,,2016
53,Alex Cejka,71,70.675,281.5,65.89,67.99,.011,.297,.626,-.292,.631,.642,2.98,4.01,4.57,754,4,,2016
54,Sean O'Hair,89,70.677,302.2,58.84,67.17,.208,.024,-.187,.325,.163,.371,3.07,4.01,4.64,416,2,,2016
55,Tim Wilkinson,72,70.704,279.3,62.36,64.71,.336,.260,.425,-.459,.225,.561,3.00,4.01,4.74,426,1,,2016
56,John Senden,88,70.717,289.7,60.07,68.86,.329,-.250,.198,.232,.180,.510,3.07,4.02,4.67,719,1,,2016
57,Adam Hadwin,93,70.719,290.1,63.62,66.07,.529,-.094,-.061,.152,-.003,.526,3.01,4.03,4.66,748,2,,2016
58,Keegan Bradley,82,70.741,300.0,64.57,69.58,-.631,.205,.419,.305,.929,.298,3.02,4.06,4.65,605,2,,2016
59,Luke List,79,70.754,306.9,50.98,67.17,-.273,.004,.278,.427,.709,.436,3.08,4.04,4.59,481,2,,2016
60,Daniel Summerhays,99,70.771,288.0,58.65,63.02,.592,.027,-.257,-.126,-.356,.236,3.05,4.06,4.62,975,2,,2016
61,Johnson Wagner,86,70.781,289.4,61.13,69.38,.273,-.154,.219,.030,.095,.368,3.04,4.02,4.66,808,3,,2016
62,Ricky Barnes,97,70.784,287.6,54.27,65.77,.386,.227,.199,-.518,-.091,.295,2.98,4.01,4.74,844,4,,2016
63,Colt Knost,90,70.785,269.7,73.36,65.25,.384,-.139,.257,-.178,-.060,.324,3.08,4.05,4.65,803,3,,2016
64,Tony Finau,95,70.797,312.2,52.48,65.09,-.108,-.054,-.174,.455,.226,.118,3.14,4.03,4.59,"1,314",2,1,2016
65,Freddie Jacobson,86,70.809,280.3,59.03,64.86,.478,.046,-.129,-.349,-.432,.047,3.02,4.04,4.67,714,3,,2016
66,Patrick Rodgers,89,70.833,300.5,57.74,69.22,-.193,.157,-.009,.356,.504,.311,3.10,4.01,4.66,827,3,,2016
67,Stewart Cink,61,70.846,296.9,58.40,70.40,-.398,.017,.492,-.049,.459,.062,3.03,4.05,4.61,331,,,2016
68,Billy Hurley III,66,70.846,277.7,65.36,62.71,.433,-.104,.226,-.206,-.084,.348,3.10,4.02,4.71,"1,121",2,1,2016
69,Robert Garrigus,69,70.848,303.3,53.91,69.32,-.213,-.242,.685,.401,.844,.632,2.99,4.04,4.66,558,3,,2016
70,Scott Piercy,87,70.855,297.9,59.41,67.33,-.286,-.009,.039,.448,.478,.192,3.08,4.05,4.61,"1,497",3,,2016
71,Brendan Steele,88,70.855,302.2,60.29,68.72,-.257,-.189,.272,.449,.532,.275,3.09,4.06,4.58,"1,001",2,,2016
72,Sung Kang,89,70.856,292.4,59.36,65.26,.186,-.053,-.121,-.009,-.182,.004,3.10,4.03,4.68,679,2,,2016
73,Martin Laird,82,70.867,298.5,55.14,67.66,.157,.057,.297,-.213,.140,.297,3.02,4.03,4.72,811,3,,2016
74,David Hearn,95,70.870,281.2,65.94,68.25,.214,.081,.532,-.303,.311,.525,3.00,4.01,4.72,"1,084",2,,2016
75,David Toms,62,70.872,269.7,67.98,65.50,.132,.278,.360,-.390,.248,.380,3.04,4.04,4.74,455,1,,2016
76,Hudson Swafford,104,70.875,306.9,61.43,68.80,.203,-.578,.275,.403,.100,.302,3.10,4.02,4.61,981,1,,2016
77,Aaron Baddeley,93,70.888,291.7,55.42,63.11,.581,.398,-.382,-.363,-.347,.234,3.06,4.01,4.64,922,5,1,2016
78,Jamie Lovemark,91,70.896,304.8,57.32,65.32,.142,.286,-.497,.532,.321,.463,3.12,4.02,4.61,"1,232",5,,2016
79,Graeme McDowell,63,70.899,281.4,67.70,64.44,-.208,-.003,.161,-.129,.030,-.178,3.06,4.07,4.69,"1,250",5,1,2016
80,Bryce Molder,80,70.901,280.2,62.53,61.32,.553,.498,-.331,-.181,-.013,.540,3.02,4.03,4.70,718,5,,2016
81,Jhonattan Vegas,97,70.903,304.4,56.57,69.71,.098,-.123,.150,.478,.505,.604,3.07,4.02,4.60,362,5,1,2016
82,Ben Crane,80,70.908,280.3,63.18,63.60,.216,.192,-.006,-.149,.037,.253,3.06,4.03,4.69,500,1,,2016
83,Luke Donald,81,70.918,282.9,56.69,64.61,.148,.429,.465,-.665,.230,.378,3.04,4.03,4.73,"1,055",2,,2016
84,Chris Kirk,90,70.920,285.9,62.02,64.05,-.006,.205,.369,.086,.660,.653,3.05,4.04,4.69,"1,167",3,,2016
85,Patton Kizzire,93,70.921,291.3,55.23,64.48,.460,-.105,.370,-.343,-.077,.382,3.06,4.07,4.65,760,5,,2016
86,Spencer Levin,104,70.927,281.3,67.79,66.33,.008,.183,.003,.043,.230,.238,3.03,4.03,4.67,690,2,,2016
87,Jerry Kelly,76,70.937,278.2,71.20,66.67,-.214,-.059,.427,.013,.381,.167,3.02,4.04,4.69,834,2,,2016
88,Stuart Appleby,71,70.950,282.7,62.24,61.43,.202,.248,-.100,-.173,-.025,.176,3.06,4.04,4.64,360,,,2016
89,Kyle Reifers,115,70.965,287.3,65.29,67.62,.102,-.127,.061,.112,.047,.148,3.08,4.04,4.61,"1,013",5,,2016
90,Scott Stallings,74,70.966,295.5,56.95,66.11,-.291,.023,.201,.225,.449,.158,3.07,4.04,4.69,443,1,,2016
91,Kyle Stanley,92,70.986,288.1,64.54,67.17,-.131,-.062,.258,.076,.272,.141,3.07,4.04,4.71,501,,,2016
92,Brett Stegmaier,87,70.995,295.3,60.93,66.80,-.060,-.152,.133,.128,.108,.048,3.11,4.03,4.64,559,3,,2016
93,Brian Harman,104,70.996,289.7,63.41,64.85,.485,.140,-.622,.257,-.225,.260,3.07,4.02,4.67,"1,187",2,,2016
94,Boo Weekley,83,71.000,291.5,66.98,67.87,-.225,-.174,-.090,.571,.307,.082,3.07,4.05,4.60,532,2,,2016
95,Smylie Kaufman,91,71.015,299.0,52.91,66.29,.134,.041,.065,.082,.188,.322,3.06,4.06,4.61,"1,409",4,1,2016
96,Vaughn Taylor,72,71.028,287.0,61.59,64.43,-.424,-.042,.612,-.113,.457,.033,3.07,4.05,4.73,"1,006",1,1,2016
97,Blayne Barber,84,71.032,289.6,62.37,66.74,.010,-.056,.127,.018,.088,.099,3.03,4.06,4.65,628,1,,2016
98,Padraig Harrington,54,71.032,289.6,60.66,62.96,-.342,.408,.159,-.292,.275,-.067,3.11,4.03,4.69,393,1,,2016
99,Harold Varner III,92,71.045,302.0,59.33,66.24,-.377,-.072,.021,.529,.478,.101,3.08,4.09,4.56,819,4,,2016
100,David Lingmerth,84,71.050,284.8,67.36,63.99,.055,-.103,.116,.193,.206,.261,3.06,4.04,4.69,925,2,,2016
101,Kevin Streelman,82,71.054,289.1,64.37,69.17,-.383,-.011,.203,.255,.447,.064,3.08,4.04,4.71,"1,042",2,,2016
102,Willy Wilcox,67,71.055,292.9,59.34,63.42,-.027,-.261,.159,.040,-.062,-.089,3.14,4.03,4.67,399,2,,2016
103,Vijay Singh,72,71.057,289.8,56.73,62.73,-.093,.209,-.010,.023,.222,.128,3.06,4.09,4.71,646,2,,2016
104,Seung-Yul Noh,85,71.061,295.3,49.12,64.54,.176,.374,.114,-.637,-.149,.026,3.07,4.06,4.65,454,1,,2016
105,Derek Fathauer,94,71.073,288.2,52.02,62.00,.353,-.012,-.227,-.514,-.752,-.399,3.09,4.05,4.71,633,1,,2016
106,Graham DeLaet,70,71.074,297.9,60.11,68.35,-.211,-.586,.601,.268,.283,.072,3.10,4.02,4.72,490,3,,2016
107,K.J. Choi,73,71.093,275.3,66.18,65.37,.352,.171,.166,-.511,-.174,.178,3.03,4.04,4.72,705,2,,2016
108,Scott Brown,88,71.098,292.5,63.65,65.03,.018,-.123,-.130,.378,.125,.143,3.05,4.03,4.75,781,4,,2016
109,Chris Stroud,82,71.101,286.3,60.70,66.60,.150,-.119,.159,-.069,-.029,.121,3.05,4.04,4.66,412,1,,2016
110,John Huh,86,71.104,284.7,68.30,66.21,-.209,.073,.070,.015,.158,-.050,2.98,4.07,4.69,690,3,,2016
111,Danny Lee,93,71.118,286.6,64.05,63.95,-.207,.017,.287,.206,.510,.302,3.10,4.06,4.69,699,2,,2016
112,Jason Bohn,67,71.126,276.3,67.56,66.33,.032,-.265,.272,-.259,-.252,-.220,3.12,4.02,4.63,670,3,,2016
113,Bronson Burgoon,83,71.132,293.1,57.30,66.24,.015,-.417,.127,.073,-.217,-.202,3.02,4.08,4.64,428,,,2016
114,Anirban Lahiri,72,71.139,291.7,56.31,62.88,-.020,-.080,.143,.025,.088,.068,3.09,4.05,4.74,494,1,,2016
115,Andrew Landry,53,71.143,294.7,65.55,64.63,.654,-.396,-.892,.594,-.694,-.040,3.09,4.02,4.76,217,1,,2016
116,Jon Curran,99,71.145,271.9,64.35,63.02,.407,.304,.001,-.659,-.354,.053,3.02,4.04,4.75,950,3,,2016
117,Henrik Norlander,71,71.157,288.1,63.39,68.24,.018,-.116,.072,.093,.049,.066,2.99,4.05,4.65,273,,,2016
118,Tyrone Van Aswegen,105,71.189,288.0,52.91,64.81,-.078,-.019,.544,-.500,.024,-.054,3.04,4.05,4.75,658,2,,2016
119,Jonas Blixt,79,71.190,290.3,57.79,60.96,.520,.026,-.361,-.287,-.621,-.101,3.08,4.07,4.63,576,2,,2016
120,Michael Kim,100,71.203,284.3,58.64,62.96,.277,-.110,-.105,-.151,-.366,-.089,3.03,4.05,4.73,500,,,2016
121,Michael Thompson,71,71.204,291.4,60.57,66.18,-.213,.058,.154,-.070,.141,-.072,3.04,4.06,4.62,340,1,,2016
122,Jim Herman,93,71.206,291.1,65.59,65.65,-.278,-.129,-.239,.466,.098,-.180,3.12,4.07,4.66,"1,415",2,1,2016
123,Matt Jones,83,71.223,294.8,57.55,63.96,-.306,.188,-.272,.013,-.071,-.376,3.05,4.09,4.63,445,,,2016
124,Robert Streb,87,71.223,294.7,57.48,66.20,-.432,.213,.279,.062,.555,.122,3.03,4.08,4.69,594,1,,2016
125,Brian Stuard,66,71.242,277.7,71.07,63.30,-.022,.140,-.110,-.100,-.070,-.093,3.03,4.04,4.79,"1,040",1,1,2016
126,James Hahn,85,71.245,290.9,60.71,64.58,-.245,.116,-.089,-.025,.001,-.244,3.07,4.06,4.74,"1,452",3,1,2016
127,Cameron Tringale,81,71.256,285.1,59.57,65.66,.057,.104,.257,-.443,-.081,-.024,3.04,4.06,4.65,539,1,,2016
128,Nick Taylor,83,71.281,296.2,57.21,65.82,-.154,-.123,.060,.149,.086,-.068,3.07,4.03,4.69,441,1,,2016
129,Ben Martin,92,71.282,288.8,62.14,66.73,.140,-.277,.081,.079,-.117,.023,3.10,4.05,4.61,901,2,,2016
130,Shawn Stefani,91,71.287,292.1,58.40,66.48,-.336,.116,.073,.003,.191,-.144,3.09,4.05,4.70,481,1,,2016
131,Thomas Aiken,70,71.326,290.5,72.36,70.20,.006,-.390,.101,.438,.149,.156,3.06,4.05,4.67,268,,,2016
132,Kelly Kraft,63,71.333,289.8,60.36,67.42,.185,-.120,-.035,.009,-.146,.039,3.07,4.03,4.67,273,1,,2016
133,FabiÃ¡n GÃ³mez,82,71.346,289.0,61.44,63.71,.213,.030,-.289,.009,-.249,-.037,3.04,4.10,4.66,"1,450",4,1,2016
134,Mark Hubbard,101,71.362,280.2,64.82,63.52,.272,-.155,-.189,-.143,-.487,-.216,3.11,4.06,4.64,503,,,2016
135,Ernie Els,66,71.371,292.8,52.93,61.20,.405,-.014,-.480,.065,-.428,-.024,3.10,4.11,4.70,273,1,,2016
136,Morgan Hoffmann,71,71.372,294.4,57.80,63.27,.208,-.062,-.192,-.070,-.324,-.116,3.13,4.06,4.63,424,1,,2016
137,Dawie van der Walt,72,71.376,290.2,56.89,66.75,-.061,-.410,.210,-.013,-.213,-.274,3.03,4.07,4.66,239,,,2016
138,Will MacKenzie,84,71.402,285.6,60.81,66.39,-.479,.072,.072,.032,.176,-.304,3.08,4.04,4.78,317,1,,2016
139,Tyler Aldridge,83,71.412,285.2,57.95,65.54,-.129,.036,-.031,-.115,-.110,-.240,3.05,4.06,4.72,384,,,2016
140,Luke Guthrie,57,71.416,289.3,55.53,63.13,.404,.046,-.075,-.819,-.847,-.444,3.04,4.06,4.63,234,1,,2016
141,Andrew Loupe,75,71.423,309.3,45.56,63.41,.301,-.158,-.295,.038,-.416,-.115,3.06,4.11,4.58,535,4,,2016
142,Sam Saunders,69,71.427,291.8,59.78,64.36,.060,.003,-.105,-.191,-.293,-.232,3.06,4.08,4.71,324,2,,2016
143,Steve Wheatcroft,85,71.429,286.2,60.32,61.93,.153,.012,-.394,.008,-.375,-.221,3.09,4.07,4.68,400,2,,2016
144,Rob Oppenheim,67,71.435,281.2,55.28,63.58,-.046,.156,.285,-.716,-.276,-.322,3.05,4.08,4.74,300,1,,2016
145,Mark Wilson,66,71.436,274.7,66.20,64.96,-.155,.163,-.061,-.501,-.399,-.554,3.05,4.08,4.73,225,,,2016
146,Camilo Villegas,83,71.440,287.0,52.18,62.10,.203,.113,.080,-.764,-.572,-.369,3.02,4.10,4.73,313,,,2016
147,Tom Hoge,81,71.444,289.5,55.81,62.48,-.069,-.175,.236,-.315,-.254,-.323,3.08,4.07,4.73,349,2,,2016
148,Geoff Ogilvy,63,71.464,291.9,61.24,63.65,-.437,.157,.173,-.081,.249,-.187,3.13,4.08,4.64,283,1,,2016
149,Jeff Overton,69,71.466,285.0,59.25,63.85,-.416,.134,-.157,-.054,-.076,-.492,3.10,4.04,4.73,289,1,,2016
150,Steve Marino,72,71.467,292.0,58.46,66.01,.045,-.272,-.343,.112,-.503,-.458,3.11,4.04,4.76,429,2,,2016
151,Whee Kim,82,71.472,287.6,63.48,65.74,-.219,.148,-.390,.252,.010,-.209,3.04,4.08,4.73,444,2,,2016
152,Zac Blair,99,71.490,275.3,69.86,62.34,.195,.001,-.498,-.068,-.565,-.370,3.06,4.06,4.76,557,2,,2016
153,Scott Pinckney,87,71.524,296.8,63.05,69.02,-.063,-.376,-.396,.511,-.262,-.325,3.05,4.06,4.69,258,,,2016
154,Chad Collins,73,71.532,279.3,57.41,62.40,-.004,.407,-.226,-.629,-.448,-.452,3.01,4.09,4.72,402,1,,2016
155,Chesson Hadley,81,71.541,296.5,56.58,65.26,-.165,-.142,.133,-.038,-.047,-.213,3.00,4.09,4.74,293,,,2016
156,Brendon de Jonge,83,71.603,287.5,59.19,65.64,.156,-.063,-.196,-.230,-.489,-.332,3.07,4.07,4.66,304,,,2016
157,Rod Pampling,54,71.607,287.7,63.95,64.00,-.475,.199,-.372,.222,.049,-.426,3.04,4.07,4.70,122,,,2016
158,Jason Gore,78,71.627,289.2,63.63,66.52,-.079,-.619,-.036,.202,-.453,-.532,3.12,4.04,4.72,307,,,2016
159,D.A. Points,55,71.655,282.3,59.47,65.36,-.596,.041,.640,-.492,.190,-.406,3.05,4.04,4.78,167,,,2016
160,Troy Merritt,77,71.674,287.2,60.89,63.13,.244,-.166,-.138,-.303,-.608,-.364,3.03,4.07,4.69,482,1,,2016
161,Greg Owen,85,71.677,297.7,59.22,69.75,-.947,-.280,.532,.280,.532,-.415,3.07,4.06,4.76,319,1,,2016
162,Andres Gonzales,80,71.681,294.7,54.55,66.17,.008,-.135,-.112,-.222,-.469,-.462,3.06,4.09,4.67,307,1,,2016
163,Peter Malnati,85,71.686,279.7,60.54,62.09,.491,-.073,-.532,-.538,-1.143,-.652,3.04,4.08,4.70,599,3,1,2016
164,Hiroshi Iwata,85,71.693,288.8,58.34,59.50,.154,-.042,-.606,-.127,-.775,-.621,3.05,4.10,4.70,339,1,,2016
165,Wes Roach,59,71.700,294.7,60.99,63.23,.299,-.338,-.262,-.015,-.615,-.316,3.10,4.05,4.73,241,,,2016
166,Cameron Smith,73,71.759,286.3,59.21,62.72,-.057,-.062,-.286,-.357,-.706,-.763,3.11,4.08,4.77,304,,,2016
167,Scott Langley,65,71.796,285.7,64.81,63.93,.045,.254,-.999,.105,-.639,-.594,3.06,4.07,4.68,266,,,2016
168,Martin Piller,59,71.813,286.6,58.97,64.33,.562,-.231,-.478,-.253,-.962,-.400,3.13,4.05,4.77,278,2,,2016
169,George McNeill,51,71.848,284.5,60.99,64.16,-.485,-.168,.278,-.415,-.306,-.791,3.11,4.09,4.78,134,,,2016
170,Ken Duke,58,71.880,280.2,64.18,59.26,-.524,-.048,-.202,.040,-.210,-.734,3.14,4.13,4.68,309,2,,2016
171,Erik Compton,65,71.884,284.7,53.64,58.64,-.019,.067,-.393,-.354,-.679,-.698,3.13,4.11,4.69,236,,,2016
172,Carlos Ortiz,79,71.906,298.9,52.77,64.44,-.223,-.278,.122,-.321,-.477,-.701,3.06,4.10,4.76,238,,,2016
173,J.J. Henry,68,72.019,287.3,59.33,67.51,-.237,-.104,-.226,-.144,-.475,-.711,3.11,4.10,4.71,162,,,2016
174,Derek Ernst,59,72.075,294.6,60.10,66.18,-.556,.012,-.291,.152,-.127,-.683,3.14,4.06,4.71,159,,,2016
175,Rhein Gibson,58,72.086,297.5,52.45,68.11,-.266,-.376,.000,-.067,-.443,-.708,3.07,4.09,4.70,113,,,2016
176,Dicky Pride,55,72.102,278.9,65.86,60.90,.144,.094,-.856,-.212,-.974,-.830,3.09,4.08,4.74,84,,,2016
177,Hunter Mahan,61,72.105,294.8,57.13,62.75,.291,-.311,-.787,.034,-1.063,-.773,3.22,4.07,4.75,174,,,2016
178,Abraham Ancer,51,72.137,276.4,65.42,61.81,-.421,.057,-.340,-.024,-.307,-.727,3.08,4.07,4.80,147,,,2016
179,Ãngel Cabrera,62,72.175,294.6,58.06,63.08,-.352,-.540,-.254,.085,-.708,-1.061,3.07,4.12,4.81,187,,,2016
180,Rory Sabbatini,57,72.451,287.6,62.18,64.30,-.945,.054,-.628,.115,-.459,-1.403,3.12,4.09,4.77,143,,,2016
181,Brendon Todd,66,72.728,280.1,58.02,54.23,.462,.412,-1.424,-1.043,-2.055,-1.593,3.21,4.11,4.75,60,,,2016
182,Robert Allenby,51,73.117,282.2,55.06,63.73,-.491,-.368,-.460,-.631,-1.459,-1.950,3.15,4.16,4.77,9,,,2016
183,D.H. Lee,61,73.415,280.4,60.85,60.14,.042,.007,-1.317,-.510,-1.821,-1.778,3.16,4.16,4.72,104,,,2016
184,Steven Bowditch,71,74.262,288.9,43.02,54.46,.131,-.044,-1.680,-1.616,-3.340,-3.209,3.15,4.25,4.89,192,1,,2016
0,Jordan Spieth,85,68.846,295.0,59.48,69.97,.278,.393,.963,.321,1.646,1.988,3.00,3.93,4.59,"2,340",12,3,2017
1,Rickie Fowler,78,69.083,300.5,63.29,66.98,.852,.282,.374,.378,1.134,1.875,2.97,3.99,4.57,"1,253",10,1,2017
2,Justin Thomas,86,69.359,309.3,54.09,67.33,.332,.268,.724,.452,1.479,1.724,3.04,3.94,4.60,"3,000",12,5,2017
3,Marc Leishman,94,69.468,298.1,57.64,67.38,.356,.330,.422,.319,1.066,1.424,3.00,4.00,4.59,"1,441",7,2,2017
4,Paul Casey,94,69.469,297.0,63.46,69.96,.133,.157,.875,.349,1.410,1.537,3.02,3.97,4.63,920,9,,2017
5,Rory McIlroy,51,69.529,316.7,54.97,65.94,-.304,.126,.307,.965,1.382,1.212,3.07,4.02,4.54,901,6,,2017
6,Dustin Johnson,77,69.549,314.4,56.44,69.61,.019,.108,.727,1.071,1.862,1.972,3.01,3.99,4.52,"1,720",8,4,2017
7,Jon Rahm,90,69.561,305.8,58.61,68.79,.256,.072,.551,.949,1.522,1.871,3.02,3.98,4.56,"1,620",11,1,2017
8,Sergio Garcia,65,69.596,300.9,61.08,69.73,-.311,.211,.312,.795,1.356,.941,3.04,4.00,4.61,441,3,1,2017
9,Hideki Matsuyama,83,69.624,302.9,57.61,69.14,-.345,.289,.692,.508,1.613,1.058,3.06,3.98,4.48,"1,093",7,3,2017
10,Justin Rose,66,69.699,300.4,58.48,68.19,-.063,.391,.358,.559,1.295,1.268,3.05,3.99,4.58,"1,080",8,,2017
11,Francesco Molinari,75,69.802,291.9,69.80,67.22,-.089,.121,.822,.483,1.453,1.418,3.08,3.99,4.61,"1,247",5,,2017
12,Matt Kuchar,95,69.806,285.1,65.36,66.60,.332,.411,.204,.158,.840,1.106,3.02,4.00,4.64,648,9,,2017
13,Brooks Koepka,88,69.847,310.5,54.14,62.28,.581,.015,-.055,.546,.623,.954,3.04,4.05,4.52,"1,040",7,1,2017
14,Patrick Cantlay,52,69.971,298.9,61.47,69.21,.159,.021,.467,.623,1.111,1.269,3.04,4.01,4.56,296,4,,2017
15,Tony Finau,106,69.987,309.2,57.53,68.96,-.133,.065,.390,.826,1.280,1.147,3.06,3.99,4.56,510,8,,2017
16,Kyle Stanley,104,69.989,296.5,68.55,70.39,-.309,.038,.562,.659,1.259,.951,3.06,4.00,4.59,366,5,1,2017
17,Adam Scott,58,69.996,306.1,55.99,66.87,-.097,.018,.476,.524,1.103,1.066,2.97,4.05,4.67,642,4,,2017
18,Bill Haas,92,70.011,292.3,58.05,67.28,.055,.467,.355,-.047,.868,.763,3.04,4.01,4.64,"1,260",4,,2017
19,Webb Simpson,102,70.018,286.2,65.51,65.26,.049,.363,.511,-.036,.893,.945,3.03,3.99,4.68,527,6,,2017
20,Russell Henley,99,70.027,297.6,62.79,67.32,.434,.012,.170,.310,.506,.917,3.03,4.01,4.63,792,5,1,2017
21,Ian Poulter,72,70.045,283.5,62.55,64.46,.025,.501,.573,-.162,.911,.936,3.04,4.00,4.64,985,2,,2017
22,Brandt Snedeker,53,70.055,280.8,61.98,66.06,.572,.353,.375,-.311,.506,.862,2.95,4.00,4.66,663,4,,2017
